ID,CPC21code,CPC21title,CPC21ExplanatoryNote
203,"01950","Natural rubber in primary forms or in plates, sheets or strip",
204,"0196","Living plants; cut flowers and flower buds; flower seeds",
205,"01961","Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn","This subclass includes:- bulbs, tubers, tuberous roots, corms, crowns and rhizomes, dormant, in growth or in flower- unroasted chicory roots, varieties other than <i>Cichorium intybus sativum</i>- unrooted cuttings and slips- trees, shrubs and bushes, grafted or not, of kinds which bear edible fruit or nuts- Rhododendrons and azaleas, grafted or not- roses, grafted or not- other live plants (including their roots), cuttings and slips- mushroom spawnThis subclass does not include:- aquatic plants, seaweeds and other algae, for ornamental purpose, cf. 04912, 04913- chicory roots, varieties other than <i>Cichorium intybus sativum</i>, cf. 01691- roasted chicory and other roasted coffee substitutes, cf. 23912"
206,"01962","Cut flowers and flower buds including bouquets, wreaths, floral baskets and similar articles",
207,"01963","Flower seeds",
208,"0197","Unmanufactured tobacco",
209,"01970","Unmanufactured tobacco",
210,"0199","Other raw vegetable materials, n.e.c.",
211,"01990","Other raw vegetable materials, n.e.c.","This subclass includes:- all other raw vegetable material not covered elsewhere in division 01, such as:* myco protein* tubers of konjac, <i>Amorphophallus konjac</i>- seeds of forest trees (including pine cones bearing seeds)- tobacco seeds- seeds of plants of a kind used primarily in perfumery, in pharmacy or for insecticidal, fungicidal or similar purposes (including, inter alia, ginseng, coca, kava, guarana)- other seeds grown for seed purposes n.e.c.This subclass does not include:- seeds (even if intended for sowing) of:* cereals, cf. 011* vegetables, cf. 01260* fruits, cf. 01360* oilseeds, cf. 014* spices, cf. 016* pulses, cf. 017* sugar beet, cf. 01803* forage plants, cf. 01940* flowers, cf. 01963"
212,"02","Live animals and animal products (excluding meat)",
213,"021","Live animals",
214,"0211","Bovine animals, live",
215,"02111","Cattle","This subclass includes:- cattle, species of <i>Bos</i>, mainly <i>bovis, taurus, indicus, grunniens, gaurus, grontalis</i> and <i>sondaicus</i>, known with many different names: ox, zebu, yak, gaur, gayal, banteng, etc.This subclass does not include:- buffalo, species of <i>Bubalus</i>, <i>Syncerus</i> and bisons, species of <i>Bison</i>, cf. 02112"
216,"02112","Buffalo","This subclass includes:- buffalo, species of <i>Bubalus</i>, mainly <i>bubalus, ami, depressicornis, nanus</i> (buffalo, Indian buffalo, water buffalo, carabao, and Pigmi buffalo)- caffers, African buffalo, species of <i>Syncerus</i>- bisons, species of <i>Bison</i>, American and EuropeanThis subclass does not include:- cattle, species of <i>Bos</i>, mainly <i>bovis, taurus, indicus, grunniens, gaurus, grontalis</i> and <i>sondaicus</i>, cf. 02111"
217,"0212","Other ruminants",
218,"02121","Camels and camelids","This subclass includes:- Bactrian camels, <i>Camelus ferus or bactrianus</i>- Arabian camels, dromedaries, <i>Camelus dromedarius</i>- camelids, species of <i>Lama</i>, such as:* alpaca, <i>glama pacos</i>* llama, <i>peruano</i>* guanaco, <i>huanacus</i>* vicuña, <i>vicugna</i>"
219,"02122","Sheep",
220,"02123","Goats",
221,"02129","Other ruminants, n.e.c.","This subclass includes:- other members of <i>Ruminantia</i> not elsewhere classified, such as:* deer* antelopes* serows and gorals, <i>Nemorhaedus</i>* chevrotains* musk deer"
222,"0213","Horses and other equines",
224,"02131","Horses",
225,"02132","Asses",
226,"02133","Mules and hinnies",
227,"0214","Swine / pigs",
228,"02140","Swine / pigs",
229,"0215","Poultry","This class includes:- live domestic birds of the following kinds:* fowls of the species <i>Gallus domesticus</i> (chickens and capons)* turkeys* geese* ducks* guinea fowls"
230,"02151","Chickens",
231,"02152","Turkeys","This subclass includes:- common and ocellated turkeys, <i>Meleagris gallopavo</i>"
232,"02153","Geese","This subclass includes:- geese, species of <i>Anser</i>, mainly <i>anser, albifrons, arvensis</i>"
233,"02154","Ducks","This subclass includes:- ducks, species of <i>Anas</i>, mainly <i>platyrhynchos</i>"
234,"02155","Guinea fowls","This subclass includes:- Guinea fowls, <i>Numida meleagris</i>"
235,"0219","Other live animals",
236,"02191","Rabbits and hares","This subclass includes:- rabbits, <i>Oryctolagus cuniculus</i>- hares, species of <i>Lepus</i>"
237,"02192","Other mammals","This subclass includes:- primates- whales and other mammals of the order <i>Cetacea</i>- manatees and dugongs, animals of the order <i>Sirenia</i>- mice, rats, squirrels, hamsters and other rodents, <i>Rodentia</i>- kangaroos, opossums and other marsupials- dogs, foxes, wolves and other canids, <i>Canidae</i>- seals, walruses, sea lions and other pinnipeds, <i>Pinnipedia</i>- cats, lions, leopards and other felines, <i>Felidae</i>- elephants, members of <i>Elephantidae</i> - minks, otters, weasels, badgers and other <i>Mustelidae</i>- bears, polar bears, pandas, <i>Ursidae</i>- other mammals n.e.c."
238,"02193","Ostriches and emus","This subclass includes:- ostriches, <i>Struthio camelus, australis</i>- emus, <i>Dromaius novae-hollandiae</i>- rhea, species of <i>Rhea</i>"
239,"02194","Other birds","This subclass includes:- pigeons, <i>Columba livia</i>- quail, species of <i>Coturnis</i>- partridges, <i>Alectoris rufa</i>- turtle-doves- pheasants- birds of prey- species of <i>Psittaciformes</i>, including parrots, parakeets, macaws and cockatoos- other birds n.e.c."
240,"02195","Reptiles",
241,"02196","Bees","This subclass includes:- bees, particularly <i>Apis mellifera, dorsata, florea, indica.</i>"
242,"02199","Other live animals, n.e.c.","This subclass includes:- live animals not covered elsewhere in class 0219, including:* amphibians, such as:** frogs** toads ** salamanders* spiders* insects, such as:** butterflies** beetles** moths** silk-worms* scorpions* worms * leechesThis subclass does not include:- bees, cf. 02196"
243,"022","Raw milk",
244,"0221","Raw milk from bovine animals",
245,"02211","Raw milk of cattle","This subclass includes:- milk, raw, of cattleThis subclass does not include:- milk with a fat content of less than 3.5%, skimmed or partially skimmed, cf. 22110"
246,"02212","Raw milk of buffalo","This subclass includes:- milk, raw, of buffaloThis subclass does not include:- milk with a fat content of less than 3.5%, skimmed or partially skimmed, cf. 22110"
247,"0229","Other raw milk",
248,"02291","Raw milk of sheep","This subclass includes:- milk, raw, of sheepThis subclass does not include:- milk with a fat content of less than 3.5%, skimmed or partially skimmed, cf. 22110"
249,"02292","Raw milk of goats","This subclass includes:- milk, raw, of goatsThis subclass does not include:- milk with a fat content of less than 3.5%, skimmed or partially skimmed, cf. 22110"
250,"02293","Raw milk of camel","This subclass includes:- milk, raw, of camelsThis subclass does not include:- milk with a fat content of less than 3.5%, skimmed or partially skimmed, cf. 22110"
251,"02299","Other raw milk n.e.c.","This subclass includes:- milk, raw, of animals other than cattle, buffalo, sheep, goats and camelsThis subclass does not include:- milk with a fat content of less than 3.5%, skimmed or partially skimmed, cf. 22110"
252,"023","Eggs of hens or other birds in shell, fresh",
253,"0231","Hen eggs in shell, fresh",
255,"02311","Hen eggs in shell, fresh, for hatching",
256,"02312","Other hen eggs in shell, fresh",
257,"0232","Eggs from other birds in shell, fresh, n.e.c.",
259,"02321","Eggs from other birds in shell, fresh, for hatching",
260,"02322","Other eggs from other birds in shell, fresh",
263,"024","Reproductive materials of animals",
264,"0241","Semen",
265,"02411","Bovine semen",
266,"02419","Semen, n.e.c.","This subclass includes:- semen from animals other than bovines, such as sheep, goats, etc.This subclass does not include:- semen from bovine animals, cf. 02411"
267,"0242","Embryos",
268,"02420","Embryos","This subclass includes:- animal embryosThis subclass does not include:- insect eggs, larvae, chrysalis and similar, cf. 39110"
269,"029","Other animal products",
270,"0291","Natural honey",
271,"02910","Natural honey",
272,"0292","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",
273,"02920","Snails, fresh, chilled, frozen, dried, salted or in brine, except sea snails",
274,"0293","Edible products of animal origin n.e.c.",
275,"02930","Edible products of animal origin n.e.c.",
276,"0294","Raw animal materials used in textiles",
277,"02941","Shorn wool, greasy, including fleece-washed shorn wool",
278,"02942","Pulled wool, greasy, including fleece-washed pulled wool; coarse animal hair",
279,"02943","Fine animal hair, not carded or combed",
280,"02944","Silk-worm cocoons suitable for reeling",
281,"0295","Hides, skins and furskins, raw",
282,"02951","Raw hides and skins of bovine animals","This subclass includes:- raw hides and skins (fresh or preserved, but not further prepared) of bovine animals of class 0211"
283,"02952","Raw hides and skins of equine animals","This subclass includes:- raw hides and skins (fresh or preserved, but not further prepared) of equine animals of class 0213"
284,"02953","Raw hides and skins of sheep or lambs",
285,"02954","Raw hides and skins of goats or kids","This subclass includes:- raw hides and skins (fresh or preserved, but not further prepared) of goats and kids, animals of subclass 02123"
286,"02955","Raw furskins",
287,"02959","Raw skins of other animals","This subclass includes:- raw hides and skins (fresh or preserved, but not further prepared) of:* reptiles* birds* fish* swine and peccaries* mammals, such as:** deer** chamois** dog** elk** gazelle** reindeer** roebuckThis subclass does not include:- raw hides and skins (fresh or preserved, but not further prepared) of:* bovine animals, cf. 02951* equine animals, cf. 02952* sheep, cf. 02953* goats, cf. 02954"
288,"0296","Insect waxes and spermaceti, whether or not refined or coloured",
289,"02960","Insect waxes and spermaceti, whether or not refined or coloured",
290,"03","Forestry and logging products",
291,"031","Wood in the rough",
292,"0311","Logs of coniferous wood",
293,"03110","Logs of coniferous wood",
294,"0312","Logs of non-coniferous wood",
295,"03120","Logs of non-coniferous wood",
296,"0313","Fuel wood, in logs, in billets, in twigs, in faggots or in similar forms",
298,"03131","Fuel wood of coniferous wood","This subclass includes:- fuel wood of coniferous wood, which is generally in the form of:* short pieces of logs, usually with the bark* split logs or billets* twigs, faggots, rough sticks, vine stems, tree stumps and roots."
299,"03132","Fuel wood of non-coniferous wood","This subclass includes:- fuel wood of non-coniferous wood, which is generally in the form of:* short pieces of logs, usually with the bark* split logs or billets* twigs, faggots, rough sticks, vine stems, tree stumps and roots."
300,"032","Non-wood forest products",
301,"0321","Natural gums and resins, gums-resins and oleoresins",
302,"03211","Balata, gutta-percha, guayule, chicle and similar natural gums in primary forms or in plates, sheets or strip",
303,"03219","Lac, resins, balsams, natural gums and other resins n.e.c.",
304,"0322","Natural cork, raw or simply prepared",
305,"03220","Natural cork, raw or simply prepared",
306,"0323","Other wild edible products",
309,"03230","Other wild edible products","This subclass includes:- edible products that exist only in the wildThis subclass does not include:- edible products that exist in the wild and are also grown (controlled), cf. the corresponding subclass of division 01"
310,"0324","Parts of plants, without flowers or flower buds, and grasses, mosses and lichens, suitable for ornamental purposes",
311,"03241","Christmas trees","This subclass includes:- Christmas trees, for ornamental purposesThis subclass does not include:- trees for replanting, cf. 01961"
312,"03249","Other parts of plants, without flowers or flower buds, and grasses, mosses and lichens, suitable for ornamental purposes","This subclass includes:- mosses and lichens, suitable for ornamental purposes- branches, foliage, grasses and leaves, without flowers or flower buds, suitable for ornamental purposes- <i>Proteaceae</i>, including all proteas and leucadendrons- ears of cereal plants- other parts of plants without flowers or flower buds- floral baskets, wreaths, buttonholes, bouquets, posies and the like, of the above itemsThis subclass does not include:- cut flowers or flowerbuds, or baskets, wreaths, bouquets and similar items of flowers, cf. 01962"
313,"0325","Vegetable materials of a kind used primarily for plaiting or as stuffing or padding; raw vegetable materials of a kind used primarily for dyeing or tanning; vegetable products n.e.c.",
314,"03250","Vegetable materials of a kind used primarily for plaiting or as stuffing or padding; raw vegetable materials of a kind used primarily for dyeing or tanning; vegetable products n.e.c.",
315,"04","Fish and other fishing products",
317,"041","Fish, live, not for human consumption",
319,"0411","Ornamental fish","This class includes live ornamental fish (freshwater and others).This class does not include:- live aquatic plants and animals for ornamental purposes, cf. 04912, 04913"
320,"04111","Wild ornamental fish","This subclass includes:- live ornamental fish of freshwater and of others, harvested from the wild through fishing (ISIC 0311 and 0312)"
321,"04112","Farmed ornamental fish","This subclass includes:- live ornamental fish of freshwater and of others that are produced through aquaculture (ISIC 0321 and 0322)"
322,"0419","Other live fish, not for human consumption, including seeds and feeds for aquaculture","This class includes live fish of all species not for human consumption, including seeds and feeds for aquaculture.This class does not include:- live ornamental fish, cf. 0411- live fish of all species that is directly destined for human consumption, cf. 042"
